n,test_id,comparisons,pointer_ops,height,max_comparisons,max_pointer_ops,max_height
100000,6,16,42,18,21,175,20
100000,7,16,42,18,21,149,20
100000,8,16,42,18,21,149,20
100000,9,16,42,18,21,156,21
100000,10,16,42,18,21,176,20
100000,11,16,42,18,21,147,20
100000,12,16,42,18,21,162,20
100000,13,16,42,18,21,175,20
100000,14,16,42,18,21,162,20
100000,15,16,42,18,21,162,21
100000,16,16,42,18,21,162,20
100000,17,16,42,18,21,149,20
100000,18,16,42,18,21,149,20
100000,19,16,42,18,21,149,20
100000,20,16,41,18,21,149,20
