n,k,comparisons, execution_time
37000,9,11,0.06191819999366999
37000,10,14,0.062383599986787885
38000,1,11,0.07002990000182763
38000,2,15,0.06983649998437613
38000,3,14,0.07141959998989478
38000,4,15,0.06264060002285987
38000,5,14,0.06409040000289679
38000,6,13,0.06432879995554686
38000,7,15,0.0646419000113383
38000,8,13,0.06370400002924725
38000,9,14,0.062425400014035404
38000,10,13,0.06372380000539124
39000,1,15,0.06398639996768907
39000,2,14,0.06229430000530556
39000,3,10,0.06360570003744215
39000,4,12,0.062247299996670336
39000,5,14,0.06376009999075904
39000,6,13,0.06371640000725165
39000,7,14,0.0625863999594003
39000,8,11,0.06608560000313446
39000,9,11,0.07004389999201521
39000,10,10,0.06356969999615103
40000,1,9,0.0642175999819301
40000,2,16,0.06454430002486333
40000,3,13,0.07019099994795397
40000,4,15,0.06505689996993169
40000,5,13,0.06498869997449219
40000,6,10,0.06724469998152927
40000,7,16,0.06374380004126579
40000,8,15,0.06471250002505258
40000,9,15,0.06461010000202805
40000,10,13,0.06945389998145401
41000,1,16,0.07009420002577826
41000,2,14,0.07126600004266948
41000,3,13,0.07249240000965074
