n,k,comparisons,swaps
11000,58,29696536,29597480
11000,59,27569349,27514318
11000,60,23378541,23279482
11000,61,59692230,59626200
11000,62,24098615,23977540
11000,63,37319395,37242359
11000,64,74402843,74325797
11000,65,81160567,81094531
11000,66,24832219,24733157
11000,67,43397512,43298452
11000,68,28621397,28511337
11000,69,45442801,45321724
11000,70,70825145,70770116
11000,71,90794743,90772737
11000,72,62558503,62448418
11000,73,47991737,47870621
11000,74,36409105,36343071
11000,75,29752720,29642649
11000,76,42183684,42084622
11000,77,88274472,88219443
11000,78,32753103,32621030
11000,79,70088292,70033261
11000,80,87702271,87658250
11000,81,29651819,29486719
11000,82,28355016,28244946
11000,83,34902879,34770795
11000,84,32901093,32813051
11000,85,27873594,27785540
11000,86,47249679,47161625
11000,87,71692745,71604690
11000,88,38308199,38176121
11000,89,71694584,71628545
