n,test_id,comparisons,pointer_ops,height,max_comparisons,max_pointer_ops,max_height
100000,2,36,35,38,73,69,42
100000,3,35,35,39,71,73,43
100000,4,34,34,37,71,74,41
100000,5,37,36,38,75,74,42
100000,6,36,35,38,73,71,41
100000,7,36,35,37,71,72,39
100000,8,36,35,42,81,76,45
100000,9,33,34,36,67,75,40
100000,10,33,34,33,65,69,38
100000,11,33,34,34,67,67,38
100000,12,34,34,39,71,70,45
100000,13,36,35,38,73,74,41
100000,14,35,35,35,67,69,39
100000,15,34,34,35,67,69,40
100000,16,37,36,37,71,71,41
100000,17,35,35,39,77,72,43
100000,18,35,35,36,67,71,39
100000,19,34,34,36,69,69,40
100000,20,39,36,38,75,70,42
